run_id,scenario,mode,seed,network,randomization_level,joint_tracking_rmse,tcp_position_error_m,tcp_orientation_error_deg,trajectory_duration_ms,max_joint_velocity,max_joint_acceleration,max_tcp_velocity,min_obstacle_distance_m,illegal_collision_count,illegal_collision_impulse,expected_contact_count,grasp_contact_count,object_slip_distance_m,object_drop_count,grasp_stability_duration_ms,final_object_position_error_m,object_detection_recall,pose_position_error_m,pose_orientation_error_deg,depth_valid_ratio,dropped_frame_count,sensor_latency_ms,sensor_timestamp_skew_ms,scene_confidence,real_time_factor,physics_steps,control_ticks,sensor_frames,wall_runtime_s,simulated,result_hash,task_success,result_status,task_completion_time_ms,cloud_invocation_count,fault_detection_latency_ms,recovery_latency_ms,uploaded_bytes,downloaded_bytes,retransmission_count,mode_switch_count,safety_stop
phase9-02618,S06_PERCEPTION_DEGRADED,AUTO,4,DEGRADED,SEVERE,0.27118051,0.30168806,0.13816498,750.0,0.46814693,0.10329161,0.66624499,0.12,0,0,1,1,8.908e-05,0,400,0.30177714,1.0,0.00542403,0.542403,0.97830388,0,5.59874729,0.542403,0.95660776,0.0,180,1,1,0.0,True,a7e08f7e8b7cd7b96337dd4a8cbcdf951b158f69a17f7ac982c11b89d075f01c,True,SUCCESS,920,2,260,240,768,448,1,1,False
phase9-02619,S06_PERCEPTION_DEGRADED,AUTO,4,POOR,MILD,0.27173191,0.30155453,0.11849506,750.0,0.50316628,0.10191709,0.6625292,0.12,0,0,0,0,0.0,0,400,0.30155453,1.0,0.00285601,0.285601,0.98857596,0,3.03072729,0.285601,0.97715192,0.0,180,1,1,0.0,True,1ef4b676c3854949252351b704df332b9816a5e0ff1a671c9278fedf64c6059d,True,SUCCESS,1060,2,400,520,768,448,2,1,False
phase9-02620,S06_PERCEPTION_DEGRADED,AUTO,4,POOR,MODERATE,0.27244712,0.30311929,0.12852151,750.0,0.48309904,0.10842527,0.66183219,0.12,0,0,0,0,0.0,0,400,0.30311929,1.0,0.00388322,0.388322,0.98446712,0,4.05793729,0.388322,0.96893424,0.0,180,1,1,0.0,True,85ef05dcc33f7697a5694ecfe22610b63d751991c2c5ad2c88bc1ce014fd8511,True,SUCCESS,1060,2,400,520,768,448,2,1,False
phase9-02621,S06_PERCEPTION_DEGRADED,AUTO,4,POOR,SEVERE,0.27118051,0.30168806,0.13816498,750.0,0.46814693,0.10329161,0.66624499,0.12,0,0,1,1,8.908e-05,0,400,0.30177714,1.0,0.00542403,0.542403,0.97830388,0,5.59874729,0.542403,0.95660776,0.0,180,1,1,0.0,True,a7e08f7e8b7cd7b96337dd4a8cbcdf951b158f69a17f7ac982c11b89d075f01c,True,SUCCESS,1060,2,400,520,768,448,2,1,False
phase9-02622,S06_PERCEPTION_DEGRADED,AUTO,4,SEVERE,MILD,0.27173191,0.30155453,0.11849506,750.0,0.50316628,0.10191709,0.6625292,0.12,0,0,0,0,0.0,0,400,0.30155453,1.0,0.00285601,0.285601,0.98857596,0,3.03072729,0.285601,0.97715192,0.0,180,1,1,0.0,True,1ef4b676c3854949252351b704df332b9816a5e0ff1a671c9278fedf64c6059d,True,SUCCESS,1220,2,560,840,768,448,3,1,False
phase9-02623,S06_PERCEPTION_DEGRADED,AUTO,4,SEVERE,MODERATE,0.27244712,0.30311929,0.12852151,750.0,0.48309904,0.10842527,0.66183219,0.12,0,0,0,0,0.0,0,400,0.30311929,1.0,0.00388322,0.388322,0.98446712,0,4.05793729,0.388322,0.96893424,0.0,180,1,1,0.0,True,85ef05dcc33f7697a5694ecfe22610b63d751991c2c5ad2c88bc1ce014fd8511,True,SUCCESS,1220,2,560,840,768,448,3,1,False
phase9-02624,S06_PERCEPTION_DEGRADED,AUTO,4,SEVERE,SEVERE,0.27118051,0.30168806,0.13816498,750.0,0.46814693,0.10329161,0.66624499,0.12,0,0,1,1,8.908e-05,0,400,0.30177714,1.0,0.00542403,0.542403,0.97830388,0,5.59874729,0.542403,0.95660776,0.0,180,1,1,0.0,True,a7e08f7e8b7cd7b96337dd4a8cbcdf951b158f69a17f7ac982c11b89d075f01c,True,SUCCESS,1220,2,560,840,768,448,3,1,False
phase9-02625,S06_PERCEPTION_DEGRADED,AUTO,5,GOOD,MILD,0.2695075,0.30566317,0.17444119,750.0,0.42942054,0.10856123,0.66623791,0.12,0,0,1,1,0.0,0,400,0.30566317,1.0,0.00974644,0.974644,0.96101424,0,11.070799,0.974644,0.92202848,0.0,180,1,1,0.0,True,77db6e61623f4e1c3ed6ca8cb53e3f79392c7358967aab2c268eb501b46b412e,True,SUCCESS,820,2,160,40,768,448,0,1,False
phase9-02626,S06_PERCEPTION_DEGRADED,AUTO,5,GOOD,MODERATE,0.26474221,0.30731524,0.24341865,750.0,0.31492802,0.10295377,0.6767434,0.12,0,0,1,1,0.0,0,400,0.30731524,1.0,0.01904217,1.904217,0.92383132,0,20.366529,1.904217,0.84766264,0.0,180,1,1,0.0,True,72ad0cb26a5396490f16457932b46c6b273c882638ed97e84e1d9f642970c337,True,SUCCESS,820,2,160,40,768,448,0,1,False
phase9-02627,S06_PERCEPTION_DEGRADED,AUTO,5,GOOD,SEVERE,0.25811751,0.31033766,0.35103584,750.0,0.24643429,0.09486149,0.69092109,0.12,0,0,1,1,0.0,0,400,0.31033766,0.85,0.03298576,3.298576,0.86805696,1,34.310119,3.298576,0.73611392,0.0,180,1,1,0.0,True,1261f571ea2641a193a7b7d5a5b1f793edf6104a72f553ccf8999a30cbe01302,True,SUCCESS,820,2,160,40,768,448,0,1,False
phase9-02628,S06_PERCEPTION_DEGRADED,AUTO,5,NORMAL,MILD,0.2695075,0.30566317,0.17444119,750.0,0.42942054,0.10856123,0.66623791,0.12,0,0,1,1,0.0,0,400,0.30566317,1.0,0.00974644,0.974644,0.96101424,0,11.070799,0.974644,0.92202848,0.0,180,1,1,0.0,True,77db6e61623f4e1c3ed6ca8cb53e3f79392c7358967aab2c268eb501b46b412e,True,SUCCESS,840,2,180,80,768,448,0,1,False
phase9-02629,S06_PERCEPTION_DEGRADED,AUTO,5,NORMAL,MODERATE,0.26474221,0.30731524,0.24341865,750.0,0.31492802,0.10295377,0.6767434,0.12,0,0,1,1,0.0,0,400,0.30731524,1.0,0.01904217,1.904217,0.92383132,0,20.366529,1.904217,0.84766264,0.0,180,1,1,0.0,True,72ad0cb26a5396490f16457932b46c6b273c882638ed97e84e1d9f642970c337,True,SUCCESS,840,2,180,80,768,448,0,1,False
phase9-02630,S06_PERCEPTION_DEGRADED,AUTO,5,NORMAL,SEVERE,0.25811751,0.31033766,0.35103584,750.0,0.24643429,0.09486149,0.69092109,0.12,0,0,1,1,0.0,0,400,0.31033766,0.85,0.03298576,3.298576,0.86805696,1,34.310119,3.298576,0.73611392,0.0,180,1,1,0.0,True,1261f571ea2641a193a7b7d5a5b1f793edf6104a72f553ccf8999a30cbe01302,True,SUCCESS,840,2,180,80,768,448,0,1,False
phase9-02631,S06_PERCEPTION_DEGRADED,AUTO,5,DEGRADED,MILD,0.2695075,0.30566317,0.17444119,750.0,0.42942054,0.10856123,0.66623791,0.12,0,0,1,1,0.0,0,400,0.30566317,1.0,0.00974644,0.974644,0.96101424,0,11.070799,0.974644,0.92202848,0.0,180,1,1,0.0,True,77db6e61623f4e1c3ed6ca8cb53e3f79392c7358967aab2c268eb501b46b412e,True,SUCCESS,920,2,260,240,768,448,1,1,False
phase9-02632,S06_PERCEPTION_DEGRADED,AUTO,5,DEGRADED,MODERATE,0.26474221,0.30731524,0.24341865,750.0,0.31492802,0.10295377,0.6767434,0.12,0,0,1,1,0.0,0,400,0.30731524,1.0,0.01904217,1.904217,0.92383132,0,20.366529,1.904217,0.84766264,0.0,180,1,1,0.0,True,72ad0cb26a5396490f16457932b46c6b273c882638ed97e84e1d9f642970c337,True,SUCCESS,920,2,260,240,768,448,1,1,False
phase9-02633,S06_PERCEPTION_DEGRADED,AUTO,5,DEGRADED,SEVERE,0.25811751,0.31033766,0.35103584,750.0,0.24643429,0.09486149,0.69092109,0.12,0,0,1,1,0.0,0,400,0.31033766,0.85,0.03298576,3.298576,0.86805696,1,34.310119,3.298576,0.73611392,0.0,180,1,1,0.0,True,1261f571ea2641a193a7b7d5a5b1f793edf6104a72f553ccf8999a30cbe01302,True,SUCCESS,920,2,260,240,768,448,1,1,False
phase9-02634,S06_PERCEPTION_DEGRADED,AUTO,5,POOR,MILD,0.2695075,0.30566317,0.17444119,750.0,0.42942054,0.10856123,0.66623791,0.12,0,0,1,1,0.0,0,400,0.30566317,1.0,0.00974644,0.974644,0.96101424,0,11.070799,0.974644,0.92202848,0.0,180,1,1,0.0,True,77db6e61623f4e1c3ed6ca8cb53e3f79392c7358967aab2c268eb501b46b412e,True,SUCCESS,1060,2,400,520,768,448,2,1,False
phase9-02635,S06_PERCEPTION_DEGRADED,AUTO,5,POOR,MODERATE,0.26474221,0.30731524,0.24341865,750.0,0.31492802,0.10295377,0.6767434,0.12,0,0,1,1,0.0,0,400,0.30731524,1.0,0.01904217,1.904217,0.92383132,0,20.366529,1.904217,0.84766264,0.0,180,1,1,0.0,True,72ad0cb26a5396490f16457932b46c6b273c882638ed97e84e1d9f642970c337,True,SUCCESS,1060,2,400,520,768,448,2,1,False
phase9-02636,S06_PERCEPTION_DEGRADED,AUTO,5,POOR,SEVERE,0.25811751,0.31033766,0.35103584,750.0,0.24643429,0.09486149,0.69092109,0.12,0,0,1,1,0.0,0,400,0.31033766,0.85,0.03298576,3.298576,0.86805696,1,34.310119,3.298576,0.73611392,0.0,180,1,1,0.0,True,1261f571ea2641a193a7b7d5a5b1f793edf6104a72f553ccf8999a30cbe01302,True,SUCCESS,1060,2,400,520,768,448,2,1,False
phase9-02637,S06_PERCEPTION_DEGRADED,AUTO,5,SEVERE,MILD,0.2695075,0.30566317,0.17444119,750.0,0.42942054,0.10856123,0.66623791,0.12,0,0,1,1,0.0,0,400,0.30566317,1.0,0.00974644,0.974644,0.96101424,0,11.070799,0.974644,0.92202848,0.0,180,1,1,0.0,True,77db6e61623f4e1c3ed6ca8cb53e3f79392c7358967aab2c268eb501b46b412e,True,SUCCESS,1220,2,560,840,768,448,3,1,False
phase9-02638,S06_PERCEPTION_DEGRADED,AUTO,5,SEVERE,MODERATE,0.26474221,0.30731524,0.24341865,750.0,0.31492802,0.10295377,0.6767434,0.12,0,0,1,1,0.0,0,400,0.30731524,1.0,0.01904217,1.904217,0.92383132,0,20.366529,1.904217,0.84766264,0.0,180,1,1,0.0,True,72ad0cb26a5396490f16457932b46c6b273c882638ed97e84e1d9f642970c337,True,SUCCESS,1220,2,560,840,768,448,3,1,False
phase9-02639,S06_PERCEPTION_DEGRADED,AUTO,5,SEVERE,SEVERE,0.25811751,0.31033766,0.35103584,750.0,0.24643429,0.09486149,0.69092109,0.12,0,0,1,1,0.0,0,400,0.31033766,0.85,0.03298576,3.298576,0.86805696,1,34.310119,3.298576,0.73611392,0.0,180,1,1,0.0,True,1261f571ea2641a193a7b7d5a5b1f793edf6104a72f553ccf8999a30cbe01302,True,SUCCESS,1220,2,560,840,768,448,3,1,False
phase9-02640,S06_PERCEPTION_DEGRADED,AUTO,6,GOOD,MILD,0.26771043,0.29634903,0.11410415,750.0,0.35957362,0.10669465,0.67120796,0.12,0,0,1,1,0.0,0,400,0.29634903,1.0,0.00378919,0.378919,0.98484324,0,5.5656813,0.378919,0.96968648,0.0,180,1,1,0.0,True,523f5ceffd237f968c38e87fedc60963e0638fd1227e33df1ca1b843db139739,True,SUCCESS,820,2,160,40,768,448,0,1,False
phase9-02641,S06_PERCEPTION_DEGRADED,AUTO,6,GOOD,MODERATE,0.25969665,0.28469098,0.11048807,750.0,0.25122904,0.09829172,0.68984511,0.12,0,0,1,1,0.0,0,400,0.28469098,1.0,0.00593621,0.593621,0.97625516,0,7.7127013,0.593621,0.95251032,0.0,180,1,1,0.0,True,564028161c2273a9f7ab7c50c6d7dd8a6689d55d9a3ae8021f17e6483f675ebc,True,SUCCESS,820,2,160,40,768,448,0,1,False
phase9-02642,S06_PERCEPTION_DEGRADED,AUTO,6,GOOD,SEVERE,0.25666211,0.28261067,0.13176277,750.0,0.2364245,0.09490215,0.69650408,0.12,0,0,1,1,0.0,0,400,0.28261067,1.0,0.00915675,0.915675,0.963373,0,10.9332413,0.915675,0.926746,0.0,180,1,1,0.0,True,56b884f9a6ee91d3b926ebe8acfcbcdd7563227ae556afc30f546c93bccc7ca6,True,SUCCESS,820,2,160,40,768,448,0,1,False
phase9-02643,S06_PERCEPTION_DEGRADED,AUTO,6,NORMAL,MILD,0.26771043,0.29634903,0.11410415,750.0,0.35957362,0.10669465,0.67120796,0.12,0,0,1,1,0.0,0,400,0.29634903,1.0,0.00378919,0.378919,0.98484324,0,5.5656813,0.378919,0.96968648,0.0,180,1,1,0.0,True,523f5ceffd237f968c38e87fedc60963e0638fd1227e33df1ca1b843db139739,True,SUCCESS,840,2,180,80,768,448,0,1,False
phase9-02644,S06_PERCEPTION_DEGRADED,AUTO,6,NORMAL,MODERATE,0.25969665,0.28469098,0.11048807,750.0,0.25122904,0.09829172,0.68984511,0.12,0,0,1,1,0.0,0,400,0.28469098,1.0,0.00593621,0.593621,0.97625516,0,7.7127013,0.593621,0.95251032,0.0,180,1,1,0.0,True,564028161c2273a9f7ab7c50c6d7dd8a6689d55d9a3ae8021f17e6483f675ebc,True,SUCCESS,840,2,180,80,768,448,0,1,False
phase9-02645,S06_PERCEPTION_DEGRADED,AUTO,6,NORMAL,SEVERE,0.25666211,0.28261067,0.13176277,750.0,0.2364245,0.09490215,0.69650408,0.12,0,0,1,1,0.0,0,400,0.28261067,1.0,0.00915675,0.915675,0.963373,0,10.9332413,0.915675,0.926746,0.0,180,1,1,0.0,True,56b884f9a6ee91d3b926ebe8acfcbcdd7563227ae556afc30f546c93bccc7ca6,True,SUCCESS,840,2,180,80,768,448,0,1,False
phase9-02646,S06_PERCEPTION_DEGRADED,AUTO,6,DEGRADED,MILD,0.26771043,0.29634903,0.11410415,750.0,0.35957362,0.10669465,0.67120796,0.12,0,0,1,1,0.0,0,400,0.29634903,1.0,0.00378919,0.378919,0.98484324,0,5.5656813,0.378919,0.96968648,0.0,180,1,1,0.0,True,523f5ceffd237f968c38e87fedc60963e0638fd1227e33df1ca1b843db139739,True,SUCCESS,920,2,260,240,768,448,1,1,False
phase9-02647,S06_PERCEPTION_DEGRADED,AUTO,6,DEGRADED,MODERATE,0.25969665,0.28469098,0.11048807,750.0,0.25122904,0.09829172,0.68984511,0.12,0,0,1,1,0.0,0,400,0.28469098,1.0,0.00593621,0.593621,0.97625516,0,7.7127013,0.593621,0.95251032,0.0,180,1,1,0.0,True,564028161c2273a9f7ab7c50c6d7dd8a6689d55d9a3ae8021f17e6483f675ebc,True,SUCCESS,920,2,260,240,768,448,1,1,False
phase9-02648,S06_PERCEPTION_DEGRADED,AUTO,6,DEGRADED,SEVERE,0.25666211,0.28261067,0.13176277,750.0,0.2364245,0.09490215,0.69650408,0.12,0,0,1,1,0.0,0,400,0.28261067,1.0,0.00915675,0.915675,0.963373,0,10.9332413,0.915675,0.926746,0.0,180,1,1,0.0,True,56b884f9a6ee91d3b926ebe8acfcbcdd7563227ae556afc30f546c93bccc7ca6,True,SUCCESS,920,2,260,240,768,448,1,1,False
phase9-02649,S06_PERCEPTION_DEGRADED,AUTO,6,POOR,MILD,0.26771043,0.29634903,0.11410415,750.0,0.35957362,0.10669465,0.67120796,0.12,0,0,1,1,0.0,0,400,0.29634903,1.0,0.00378919,0.378919,0.98484324,0,5.5656813,0.378919,0.96968648,0.0,180,1,1,0.0,True,523f5ceffd237f968c38e87fedc60963e0638fd1227e33df1ca1b843db139739,True,SUCCESS,1060,2,400,520,768,448,2,1,False
phase9-02650,S06_PERCEPTION_DEGRADED,AUTO,6,POOR,MODERATE,0.25969665,0.28469098,0.11048807,750.0,0.25122904,0.09829172,0.68984511,0.12,0,0,1,1,0.0,0,400,0.28469098,1.0,0.00593621,0.593621,0.97625516,0,7.7127013,0.593621,0.95251032,0.0,180,1,1,0.0,True,564028161c2273a9f7ab7c50c6d7dd8a6689d55d9a3ae8021f17e6483f675ebc,True,SUCCESS,1060,2,400,520,768,448,2,1,False
phase9-02651,S06_PERCEPTION_DEGRADED,AUTO,6,POOR,SEVERE,0.25666211,0.28261067,0.13176277,750.0,0.2364245,0.09490215,0.69650408,0.12,0,0,1,1,0.0,0,400,0.28261067,1.0,0.00915675,0.915675,0.963373,0,10.9332413,0.915675,0.926746,0.0,180,1,1,0.0,True,56b884f9a6ee91d3b926ebe8acfcbcdd7563227ae556afc30f546c93bccc7ca6,True,SUCCESS,1060,2,400,520,768,448,2,1,False
phase9-02652,S06_PERCEPTION_DEGRADED,AUTO,6,SEVERE,MILD,0.26771043,0.29634903,0.11410415,750.0,0.35957362,0.10669465,0.67120796,0.12,0,0,1,1,0.0,0,400,0.29634903,1.0,0.00378919,0.378919,0.98484324,0,5.5656813,0.378919,0.96968648,0.0,180,1,1,0.0,True,523f5ceffd237f968c38e87fedc60963e0638fd1227e33df1ca1b843db139739,True,SUCCESS,1220,2,560,840,768,448,3,1,False
phase9-02653,S06_PERCEPTION_DEGRADED,AUTO,6,SEVERE,MODERATE,0.25969665,0.28469098,0.11048807,750.0,0.25122904,0.09829172,0.68984511,0.12,0,0,1,1,0.0,0,400,0.28469098,1.0,0.00593621,0.593621,0.97625516,0,7.7127013,0.593621,0.95251032,0.0,180,1,1,0.0,True,564028161c2273a9f7ab7c50c6d7dd8a6689d55d9a3ae8021f17e6483f675ebc,True,SUCCESS,1220,2,560,840,768,448,3,1,False
phase9-02654,S06_PERCEPTION_DEGRADED,AUTO,6,SEVERE,SEVERE,0.25666211,0.28261067,0.13176277,750.0,0.2364245,0.09490215,0.69650408,0.12,0,0,1,1,0.0,0,400,0.28261067,1.0,0.00915675,0.915675,0.963373,0,10.9332413,0.915675,0.926746,0.0,180,1,1,0.0,True,56b884f9a6ee91d3b926ebe8acfcbcdd7563227ae556afc30f546c93bccc7ca6,True,SUCCESS,1220,2,560,840,768,448,3,1,False
phase9-02655,S06_PERCEPTION_DEGRADED,AUTO,7,GOOD,MILD,0.27217295,0.30146233,0.11179508,750.0,0.49589293,0.10542398,0.6616728,0.12,0,0,0,0,0.0,0,400,0.30146233,1.0,0.00213382,0.213382,0.99146472,0,2.43256554,0.213382,0.98292944,0.0,180,1,1,0.0,True,748f4d9ed42305531df944bf2a1db89d4e774bdcfb2ff3bd4612805335335c20,True,SUCCESS,820,2,160,40,768,448,0,1,False
phase9-02656,S06_PERCEPTION_DEGRADED,AUTO,7,GOOD,MODERATE,0.27105191,0.29919597,0.10991451,750.0,0.44953383,0.10396147,0.66526057,0.12,0,0,1,1,0.0,0,400,0.29919597,1.0,0.0022944,0.22944,0.9908224,0,2.59314554,0.22944,0.9816448,0.0,180,1,1,0.0,True,8c47b5a428f263cc818bdee012c2d716823b50e3653460c8a733bfaed0ca83d5,True,SUCCESS,820,2,160,40,768,448,0,1,False
phase9-02657,S06_PERCEPTION_DEGRADED,AUTO,7,GOOD,SEVERE,0.27089738,0.29815096,0.10960268,750.0,0.45288283,0.10278106,0.6673003,0.12,0,0,1,1,0.0,0,400,0.29815096,1.0,0.00253527,0.253527,0.98985892,0,2.83401554,0.253527,0.97971784,0.0,180,1,1,0.0,True,2812a7a88ee56d37b8938af3dd960d801254178f619086ac21b11becf6157f10,True,SUCCESS,820,2,160,40,768,448,0,1,False
phase9-02658,S06_PERCEPTION_DEGRADED,AUTO,7,NORMAL,MILD,0.27217295,0.30146233,0.11179508,750.0,0.49589293,0.10542398,0.6616728,0.12,0,0,0,0,0.0,0,400,0.30146233,1.0,0.00213382,0.213382,0.99146472,0,2.43256554,0.213382,0.98292944,0.0,180,1,1,0.0,True,748f4d9ed42305531df944bf2a1db89d4e774bdcfb2ff3bd4612805335335c20,True,SUCCESS,840,2,180,80,768,448,0,1,False
phase9-02659,S06_PERCEPTION_DEGRADED,AUTO,7,NORMAL,MODERATE,0.27105191,0.29919597,0.10991451,750.0,0.44953383,0.10396147,0.66526057,0.12,0,0,1,1,0.0,0,400,0.29919597,1.0,0.0022944,0.22944,0.9908224,0,2.59314554,0.22944,0.9816448,0.0,180,1,1,0.0,True,8c47b5a428f263cc818bdee012c2d716823b50e3653460c8a733bfaed0ca83d5,True,SUCCESS,840,2,180,80,768,448,0,1,False
phase9-02660,S06_PERCEPTION_DEGRADED,AUTO,7,NORMAL,SEVERE,0.27089738,0.29815096,0.10960268,750.0,0.45288283,0.10278106,0.6673003,0.12,0,0,1,1,0.0,0,400,0.29815096,1.0,0.00253527,0.253527,0.98985892,0,2.83401554,0.253527,0.97971784,0.0,180,1,1,0.0,True,2812a7a88ee56d37b8938af3dd960d801254178f619086ac21b11becf6157f10,True,SUCCESS,840,2,180,80,768,448,0,1,False
phase9-02661,S06_PERCEPTION_DEGRADED,AUTO,7,DEGRADED,MILD,0.27217295,0.30146233,0.11179508,750.0,0.49589293,0.10542398,0.6616728,0.12,0,0,0,0,0.0,0,400,0.30146233,1.0,0.00213382,0.213382,0.99146472,0,2.43256554,0.213382,0.98292944,0.0,180,1,1,0.0,True,748f4d9ed42305531df944bf2a1db89d4e774bdcfb2ff3bd4612805335335c20,True,SUCCESS,920,2,260,240,768,448,1,1,False
phase9-02662,S06_PERCEPTION_DEGRADED,AUTO,7,DEGRADED,MODERATE,0.27105191,0.29919597,0.10991451,750.0,0.44953383,0.10396147,0.66526057,0.12,0,0,1,1,0.0,0,400,0.29919597,1.0,0.0022944,0.22944,0.9908224,0,2.59314554,0.22944,0.9816448,0.0,180,1,1,0.0,True,8c47b5a428f263cc818bdee012c2d716823b50e3653460c8a733bfaed0ca83d5,True,SUCCESS,920,2,260,240,768,448,1,1,False
phase9-02663,S06_PERCEPTION_DEGRADED,AUTO,7,DEGRADED,SEVERE,0.27089738,0.29815096,0.10960268,750.0,0.45288283,0.10278106,0.6673003,0.12,0,0,1,1,0.0,0,400,0.29815096,1.0,0.00253527,0.253527,0.98985892,0,2.83401554,0.253527,0.97971784,0.0,180,1,1,0.0,True,2812a7a88ee56d37b8938af3dd960d801254178f619086ac21b11becf6157f10,True,SUCCESS,920,2,260,240,768,448,1,1,False
phase9-02664,S06_PERCEPTION_DEGRADED,AUTO,7,POOR,MILD,0.27217295,0.30146233,0.11179508,750.0,0.49589293,0.10542398,0.6616728,0.12,0,0,0,0,0.0,0,400,0.30146233,1.0,0.00213382,0.213382,0.99146472,0,2.43256554,0.213382,0.98292944,0.0,180,1,1,0.0,True,748f4d9ed42305531df944bf2a1db89d4e774bdcfb2ff3bd4612805335335c20,True,SUCCESS,1060,2,400,520,768,448,2,1,False
phase9-02665,S06_PERCEPTION_DEGRADED,AUTO,7,POOR,MODERATE,0.27105191,0.29919597,0.10991451,750.0,0.44953383,0.10396147,0.66526057,0.12,0,0,1,1,0.0,0,400,0.29919597,1.0,0.0022944,0.22944,0.9908224,0,2.59314554,0.22944,0.9816448,0.0,180,1,1,0.0,True,8c47b5a428f263cc818bdee012c2d716823b50e3653460c8a733bfaed0ca83d5,True,SUCCESS,1060,2,400,520,768,448,2,1,False
phase9-02666,S06_PERCEPTION_DEGRADED,AUTO,7,POOR,SEVERE,0.27089738,0.29815096,0.10960268,750.0,0.45288283,0.10278106,0.6673003,0.12,0,0,1,1,0.0,0,400,0.29815096,1.0,0.00253527,0.253527,0.98985892,0,2.83401554,0.253527,0.97971784,0.0,180,1,1,0.0,True,2812a7a88ee56d37b8938af3dd960d801254178f619086ac21b11becf6157f10,True,SUCCESS,1060,2,400,520,768,448,2,1,False
phase9-02667,S06_PERCEPTION_DEGRADED,AUTO,7,SEVERE,MILD,0.27217295,0.30146233,0.11179508,750.0,0.49589293,0.10542398,0.6616728,0.12,0,0,0,0,0.0,0,400,0.30146233,1.0,0.00213382,0.213382,0.99146472,0,2.43256554,0.213382,0.98292944,0.0,180,1,1,0.0,True,748f4d9ed42305531df944bf2a1db89d4e774bdcfb2ff3bd4612805335335c20,True,SUCCESS,1220,2,560,840,768,448,3,1,False
phase9-02668,S06_PERCEPTION_DEGRADED,AUTO,7,SEVERE,MODERATE,0.27105191,0.29919597,0.10991451,750.0,0.44953383,0.10396147,0.66526057,0.12,0,0,1,1,0.0,0,400,0.29919597,1.0,0.0022944,0.22944,0.9908224,0,2.59314554,0.22944,0.9816448,0.0,180,1,1,0.0,True,8c47b5a428f263cc818bdee012c2d716823b50e3653460c8a733bfaed0ca83d5,True,SUCCESS,1220,2,560,840,768,448,3,1,False
phase9-02669,S06_PERCEPTION_DEGRADED,AUTO,7,SEVERE,SEVERE,0.27089738,0.29815096,0.10960268,750.0,0.45288283,0.10278106,0.6673003,0.12,0,0,1,1,0.0,0,400,0.29815096,1.0,0.00253527,0.253527,0.98985892,0,2.83401554,0.253527,0.97971784,0.0,180,1,1,0.0,True,2812a7a88ee56d37b8938af3dd960d801254178f619086ac21b11becf6157f10,True,SUCCESS,1220,2,560,840,768,448,3,1,False
phase9-02670,S06_PERCEPTION_DEGRADED,AUTO,8,GOOD,MILD,0.266102,0.29819569,0.1481672,750.0,0.42603858,0.10225369,0.67383274,0.12,0,0,1,1,0.0,0,400,0.29819569,1.0,0.00766715,0.766715,0.9693314,0,9.00379279,0.766715,0.9386628,0.0,180,1,1,0.0,True,bbafe3b1d9796cd7e687ada5c80718df4d350d9cc8153c998d71fb3e360a3593,True,SUCCESS,820,2,160,40,768,448,0,1,False
phase9-02671,S06_PERCEPTION_DEGRADED,AUTO,8,GOOD,MODERATE,0.26074587,0.29645915,0.19400645,750.0,0.28198462,0.09779149,0.68520569,0.12,0,0,1,1,0.0,0,400,0.29645915,1.0,0.01446773,1.446773,0.94212908,0,15.80437279,1.446773,0.88425816,0.0,180,1,1,0.0,True,2658c258771a1da72122843bb60bfe6e4bb7a6f25cfa84c0211834fdbd962e71,True,SUCCESS,820,2,160,40,768,448,0,1,False
phase9-02672,S06_PERCEPTION_DEGRADED,AUTO,8,GOOD,SEVERE,0.25493378,0.29760822,0.2727542,750.0,0.24263072,0.09566654,0.69648352,0.12,0,0,1,1,0.0,0,400,0.29760822,0.85,0.02466859,2.466859,0.90132564,1,26.00523279,2.466859,0.80265128,0.0,180,1,1,0.0,True,f5ed882581540395a3818aae6a17ea0a2c8269dffef125bf970b559b05fa61ef,True,SUCCESS,820,2,160,40,768,448,0,1,False
phase9-02673,S06_PERCEPTION_DEGRADED,AUTO,8,NORMAL,MILD,0.266102,0.29819569,0.1481672,750.0,0.42603858,0.10225369,0.67383274,0.12,0,0,1,1,0.0,0,400,0.29819569,1.0,0.00766715,0.766715,0.9693314,0,9.00379279,0.766715,0.9386628,0.0,180,1,1,0.0,True,bbafe3b1d9796cd7e687ada5c80718df4d350d9cc8153c998d71fb3e360a3593,True,SUCCESS,840,2,180,80,768,448,0,1,False
phase9-02674,S06_PERCEPTION_DEGRADED,AUTO,8,NORMAL,MODERATE,0.26074587,0.29645915,0.19400645,750.0,0.28198462,0.09779149,0.68520569,0.12,0,0,1,1,0.0,0,400,0.29645915,1.0,0.01446773,1.446773,0.94212908,0,15.80437279,1.446773,0.88425816,0.0,180,1,1,0.0,True,2658c258771a1da72122843bb60bfe6e4bb7a6f25cfa84c0211834fdbd962e71,True,SUCCESS,840,2,180,80,768,448,0,1,False
phase9-02675,S06_PERCEPTION_DEGRADED,AUTO,8,NORMAL,SEVERE,0.25493378,0.29760822,0.2727542,750.0,0.24263072,0.09566654,0.69648352,0.12,0,0,1,1,0.0,0,400,0.29760822,0.85,0.02466859,2.466859,0.90132564,1,26.00523279,2.466859,0.80265128,0.0,180,1,1,0.0,True,f5ed882581540395a3818aae6a17ea0a2c8269dffef125bf970b559b05fa61ef,True,SUCCESS,840,2,180,80,768,448,0,1,False
